"Last Merchant Cleared Date","Advance Status",AdvanceID,"Merchant Name",Frequency,"Repayment Type","Draft Amount","Return Code","Return Date","Syn Gross Amount","Syn Net Amount","Syn Cleared Date","Syndicated Amt","Syndicate Purchase Price","Syndicate Net RTR Remain"
2024-01-30,In-Repayment,6401344,"N & S International Company Corp",Weekly,ACH,$0.00,R01,2024-02-09,$0.00,$0.00,2024-02-02,"$2,500.00","$2,700.00","$2,717.11"
2024-02-13,In-Repayment,6502050,"American Fundraising Group LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$8,000.00","$8,374.13","$8,708.18"
2024-02-13,In-Repayment,6012832,"Amany Convenience LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$4,000.00","$4,480.00","$2,006.70"
2024-02-07,In-Repayment,6271935,"Concept 32, INC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-12,"$5,000.00","$5,594.00","$4,113.18"
2024-02-13,In-Repayment,6213677,"Brick & Cork, Inc.",Daily,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$2,000.00","$2,240.00","$1,027.56"
2024-02-09,In-Repayment,6600197,"Carolina Grading Service, Inc.",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-14,"$8,000.00","$8,320.00","$9,578.06"
2024-01-09,In-Repayment,6070330,"Maryland Medical Day Services, LLC.",Weekly,ACH,$0.00,R16,2024-02-06,$0.00,$0.00,2024-01-12,"$6,000.00","$6,513.96","$4,852.43"
2024-02-13,In-Repayment,6465735,"Steve Hightower Family Farms, LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$4,000.00","$4,480.00","$4,469.76"
2024-01-23,In-Repayment,6397021,"Strange Bird LLC",Weekly,ACH,$0.00,R29,2024-02-12,$0.00,$0.00,2024-01-26,"$10,000.00","$11,200.00","$10,988.29"
2024-02-09,In-Repayment,6496306,"Apex Industrial Facility Services LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-14,"$9,000.00","$9,720.00","$10,694.25"
2024-02-07,In-Repayment,6453737,"McQueen Companies LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-12,"$12,000.00","$13,238.64","$13,367.82"
2024-02-13,In-Repayment,6380312,"Peachy Athletic, LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$4,000.00","$4,360.00","$3,207.02"
,In-Repayment,6615841,"Lettus LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,,"$5,000.00","$5,550.00","$6,984.00"
2024-02-07,In-Repayment,6105737,"Blackhat Chimney & Fireplace Inc.",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-12,"$7,000.00","$7,350.00","$3,078.14"
2024-02-09,In-Repayment,6497864,"Gorilla Gadgets, LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-14,"$6,000.00","$6,660.00","$6,741.50"
2024-02-13,In-Repayment,6411387,"Synergy 768 Inc",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-16,"$11,000.00","$12,100.00","$11,523.60"
2024-01-31,"Paid In Full",6038646,"Certified Mailing Solutions, Inc.",Daily,ACH,$0.00,R01,2024-02-05,$0.00,$0.00,2024-02-06,"$7,000.00","$7,560.00",$0.00
2023-12-28,"Paid In Full",6121887,"Carolina Grading Service, Inc.",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-01-03,"$7,000.00","$7,280.00",$0.00
2024-02-09,"Paid In Full",6215781,"Ravi GI Associates PA LLP",Daily,ACH,$0.00,,,$0.00,$0.00,2024-02-14,"$7,000.00","$7,700.00",$0.00
2024-02-07,"Paid In Full",6042550,"Water Wheel Rentals, LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-02-12,"$5,000.00","$5,600.00",$0.00
2024-01-31,"Paid In Full",6236461,"Certified Mailing Solutions, Inc.",Daily,ACH,$0.00,R01,2024-02-05,$0.00,$0.00,2024-02-06,"$8,000.00","$8,800.00",$0.00
2024-01-31,"Paid In Full",6218166,"Acosta Angeli Construction INC.",Daily,ACH,$0.00,,,$0.00,$0.00,2024-02-05,"$8,000.00","$8,720.00",$0.00
2023-12-07,"Paid In Full",6150365,"JamBah Imports LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2023-12-12,"$3,000.00","$3,330.00",$0.02
2023-11-09,"Paid In Full",6016673,"D.A.O. Accounting, Consulting, and Taxation, Inc",Weekly,ACH,$0.00,,,$0.00,$0.00,2023-11-14,"$3,000.00","$3,360.00",$0.00
2024-02-01,"Paid In Full",6162372,"ArtLog, Inc.",Daily,ACH,$0.00,,,$0.00,$0.00,2024-02-07,"$10,000.00","$11,200.00",$0.00
2024-01-09,"Paid In Full",6003982,"Gorilla Gadgets, LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-01-12,"$7,000.00","$7,840.00",$0.00
2024-01-02,"Paid In Full",6142711,"McQueen Companies LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,2024-01-05,"$9,000.00","$9,990.00",$0.00
,Funded,6622295,"Chara Software LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,,"$15,000.00","$16,800.00","$20,370.00"
,Funded,6619282,"CCBBQ Restaurant LLC",Weekly,ACH,$0.00,,,$0.00,$0.00,,"$9,000.00","$10,080.00","$12,658.50"
2024-01-09,"In Legal",6240777,"Care At Home Private Care LLC",Daily,ACH,$0.00,R01,2024-01-19,$0.00,$0.00,2024-01-12,"$6,000.00","$6,720.00","$5,555.69"
2023-12-27,"In Legal",6439859,"Sotos Drywall Hanging And Finish Inc",Daily,ACH,$0.00,R02,2024-01-03,$0.00,$0.00,2024-01-02,"$5,000.00","$5,550.00","$6,731.11"
2023-11-29,"In Legal",5997374,"Lat-Depot LLC",Weekly,ACH,$0.00,R03,2024-01-16,$0.00,$0.00,2023-12-04,"$4,000.00","$4,472.00","$1,862.40"
2024-01-12,"In Legal",6254495,"Integrated USA Systems, LLC",Daily,ACH,$0.00,R01,2024-02-06,$0.00,$0.00,2024-01-18,"$2,000.00","$2,160.00","$1,407.16"
2023-10-31,"Early Payoff",6121761,"Apex Industrial Facility Services LLC",Daily,ACH,$0.00,,,$0.00,$0.00,2023-11-03,"$6,000.00","$6,600.00",$207.86
2024-01-18,Settled,6007350,"M-Den, Inc.",Daily,ACH,$0.00,R29,2024-01-22,$0.00,$0.00,2024-01-24,"$7,000.00","$7,840.00","$1,709.79"
,,,,,,"$64,061.03",,,"$2,281.78","$2,213.34",,"$398,325.00","$436,401.06","$318,176.71"
